,,job_id,user,num_gpu,num_cpu,num_pod,duration,job_name,submit_time,group,gpu_type,wait_time,user_dur,group_dur,group_gpu_dur,read_count,write_count,num_inst,size,on_time,wasted,jct,resource,node,exec_time,bw,final_node_allocation,final_gpu_allocation,deadline
210,249,249,b13fd7656207,0.3333333333333333,2.6666666666666665,1.0,5,693694aff93ce4f9a8bbdfd6,211,f5638ea11eb5eb556811ee00e81c52a5,SERVER,2,17161.5,64.0,64.0,634.8616600790514,193.90680473372785,1,15,0,0,211,"[0.3333333333333333, 2.6666666666666665]",,211,193.90680473372785,"[1, 13, 5]","['SERVER', 'SERVER', 'RASPBERRY']",2053.286936238746
211,250,250,7b76597f4283,0.08333333333333333,2.0,1.0,87,40df54e413d319037102e297,212,d90c67ba52c52a86b78e7d8d830a245f,SERVER,14,1140.0,151.5,159.0,2715.948717948718,2329.693755347013,1,181,0,0,212,"[0.08333333333333333, 2.0]",,212,2329.693755347013,"[4, 13, 1, 2]","['SERVER', 'SERVER', 'SERVER', 'RASPBERRY']",2147.90906287435
213,253,253,41f97a75a037,0.3333333333333333,2.0,1.0,116,9c6554174b06015a7af561c6,214,700e1abd0e69ece3414cb14363bad0cc,SERVER,3,54.0,54.0,54.0,6814.7595238095255,1330.3571428571427,1,270,0,0,214,"[0.3333333333333333, 2.0]",,214,1330.3571428571427,"[10, 8, 2, 2, 13]","['SERVER', 'RASPBERRY', 'RASPBERRY', 'RASPBERRY', 'SERVER']",2199.753571888736
214,255,255,262fbc8b0c98,1.0,2.0,1.0,77,5241fd7d9a59d5917a2b54de,215,954dd002fd19e8cc0e79b8c505e17cac,SERVER,9,380.0,1472.5,1498.0,3809.0906566548083,2572.3397145601757,1,231,0,0,215,"[1.0, 2.0]",,215,2572.3397145601757,[12],['DESKTOP'],2179.2173730116924
215,258,258,42aa9724a88c,0.3333333333333333,2.0,1.0,30,e14f55e56de8f9e707c8ff95,216,d8b6a17017068f1fbb1c275a15f960dd,SERVER,9,57.0,53.0,52.0,8494.549242424242,3794.1818181818185,1,70,0,0,216,"[0.3333333333333333, 2.0]",,216,3794.1818181818185,[0],['DESKTOP'],2142.5539498224434
216,260,260,29380421d3fc,0.3333333333333333,2.0,1.0,114,049570305e6b0ab6aa86bf60,217,225bbe744546125e07236fd596a82ade,SERVER,3,44.0,44.0,44.0,2987.2299154334037,928.4230769230769,1,266,0,0,217,"[0.3333333333333333, 2.0]",,217,928.4230769230769,"[9, 12]","['DESKTOP', 'DESKTOP']",2234.002743940387
217,261,261,29380421d3fc,0.3333333333333333,2.0,1.0,24,049570305e6b0ab6aa86bf60,218,22f573d832b313f7ba36111578871462,SERVER,3,44.0,44.0,44.0,2987.2299154334037,928.4230769230769,1,56,0,0,218,"[0.3333333333333333, 2.0]",,218,928.4230769230769,"[8, 9, 1, 9]","['RASPBERRY', 'DESKTOP', 'SERVER', 'DESKTOP']",2152.7258609147107
218,262,262,27390ef59c1f,0.08333333333333333,2.0,1.0,73,7cc6edae55387addd38604b5,219,0bd485e6c22622f6c0f28a6f542415e8,SERVER,3,956.0,46.0,46.0,542.8506097560977,374.7634069400631,1,152,0,0,219,"[0.08333333333333333, 2.0]",,219,374.7634069400631,"[11, 4, 9]","['RASPBERRY', 'SERVER', 'DESKTOP']",2205.857553608929
219,264,264,5b1345f03aa1,0.0,2.0,1.0,34,4338499d3c24cc35be17b44c,220,74586eb6135dd1b278f1c33886f81f94,SERVER,3,436.0,702.5,753.0,0.0,0.0,1,68,0,0,220,"[0.0, 2.0]",,220,0.0,"[2, 4, 4, 7, 13]","['RASPBERRY', 'SERVER', 'SERVER', 'SERVER', 'SERVER']",2214.206019872465
220,265,265,5b1345f03aa1,0.08333333333333333,2.0,1.0,39,4338499d3c24cc35be17b44c,221,74586eb6135dd1b278f1c33886f81f94,SERVER,9,436.0,702.5,698.0,3987.3481058112393,2143.128573005187,1,81,0,0,221,"[0.08333333333333333, 2.0]",,221,2143.128573005187,"[1, 14, 2, 5]","['SERVER', 'RASPBERRY', 'RASPBERRY', 'RASPBERRY']",2222.012672606792
221,267,267,3960a1141089,0.08333333333333333,2.0,1.0,8,a757f125d866d5722ec3bfc2,222,679c96d4c6b245e89c15ea29f34748cb,SERVER,14,1699.0,542.5,542.5,18756.470156628806,22095.628515687637,1,16,0,0,222,"[0.08333333333333333, 2.0]",,222,22095.628515687637,"[8, 4]","['RASPBERRY', 'SERVER']",2204.1310363390503
222,268,268,d4d51aca8806,0.16666666666666666,2.0,1.0,120,1ccc18d7d13073b642b3a016,223,de0be2827f2f54eb8b6601b9336929b3,SERVER,4,386.0,205.0,205.0,3003.4444444444453,945.6428571428572,1,260,0,0,223,"[0.16666666666666666, 2.0]",,223,945.6428571428572,"[11, 8, 8, 4, 8]","['RASPBERRY', 'RASPBERRY', 'RASPBERRY', 'SERVER', 'RASPBERRY']",2325.5278497551935
223,269,269,d4d51aca8806,0.16666666666666666,2.0,1.0,37,1ccc18d7d13073b642b3a016,224,34fcb128773bf10d3c686073e678af70,SERVER,4,386.0,205.0,205.0,3003.4444444444453,945.6428571428572,1,80,0,0,224,"[0.16666666666666666, 2.0]",,224,945.6428571428572,[0],['DESKTOP'],2243.698967457345
224,272,272,d4d51aca8806,0.16666666666666666,2.0,1.0,19,1ccc18d7d13073b642b3a016,225,b6d78ae9536d8dcc80e69892051d0ac5,SERVER,3,386.0,216.0,216.0,3003.4444444444453,945.6428571428572,1,41,0,0,225,"[0.16666666666666666, 2.0]",,225,945.6428571428572,"[7, 8, 8, 1]","['SERVER', 'RASPBERRY', 'RASPBERRY', 'SERVER']",2224.934478822283
225,273,273,d4d51aca8806,0.16666666666666666,2.0,1.0,111,1ccc18d7d13073b642b3a016,226,cd4e02e27633d48040d5ed2185a72e50,SERVER,3,386.0,195.0,195.0,3003.4444444444453,945.6428571428572,1,240,0,0,226,"[0.16666666666666666, 2.0]",,226,945.6428571428572,"[13, 2]","['SERVER', 'RASPBERRY']",2325.681830445385
226,274,274,d4d51aca8806,0.16666666666666666,2.0,1.0,11,1ccc18d7d13073b642b3a016,227,9fbcaca53a3266670e33285e56d608f2,SERVER,4,386.0,215.0,215.0,3003.4444444444453,945.6428571428572,1,23,0,0,227,"[0.16666666666666666, 2.0]",,227,945.6428571428572,"[4, 1]","['SERVER', 'SERVER']",2220.7408981894596
227,275,275,d4d51aca8806,0.16666666666666666,2.0,1.0,20,1ccc18d7d13073b642b3a016,228,3dc292173c00d31e1d6319863d45c2f4,SERVER,4,386.0,215.0,215.0,3003.4444444444453,945.6428571428572,1,43,0,0,228,"[0.16666666666666666, 2.0]",,228,945.6428571428572,[3],['DESKTOP'],2230.6205769924327
228,276,276,d4d51aca8806,0.16666666666666666,2.0,1.0,46,1ccc18d7d13073b642b3a016,229,e3b768b4d1d88429ead13d949557d9f1,SERVER,3,386.0,205.5,205.5,3003.4444444444453,945.6428571428572,1,99,0,0,229,"[0.16666666666666666, 2.0]",,229,945.6428571428572,"[8, 4, 8]","['RASPBERRY', 'SERVER', 'RASPBERRY']",2261.8912449029226
229,277,277,d4d51aca8806,0.16666666666666666,2.0,1.0,79,1ccc18d7d13073b642b3a016,230,33801a06308ced20ffb019b698b38584,SERVER,3,386.0,205.0,205.0,3003.4444444444453,945.6428571428572,1,171,0,0,230,"[0.16666666666666666, 2.0]",,230,945.6428571428572,[13],['SERVER'],2296.683603769949
230,278,278,d4d51aca8806,0.16666666666666666,2.0,1.0,59,1ccc18d7d13073b642b3a016,231,9a574fffa9b13dea0ef4d1218a436ff6,SERVER,3,386.0,225.0,225.0,3003.4444444444453,945.6428571428572,1,127,0,0,231,"[0.16666666666666666, 2.0]",,231,945.6428571428572,"[4, 11, 8]","['SERVER', 'RASPBERRY', 'RASPBERRY']",2274.2774942032897
231,279,279,d4d51aca8806,0.16666666666666666,2.0,1.0,61,1ccc18d7d13073b642b3a016,232,05142f828519e1848cd42d62c7778483,SERVER,3,386.0,225.0,225.0,3003.4444444444453,945.6428571428572,1,132,0,0,232,"[0.16666666666666666, 2.0]",,232,945.6428571428572,"[8, 8, 13, 8]","['RASPBERRY', 'RASPBERRY', 'SERVER', 'RASPBERRY']",2284.7467049607885
232,280,280,d4d51aca8806,0.16666666666666666,2.0,1.0,3,1ccc18d7d13073b642b3a016,233,8ac6285ec4880da7924306341e6dee78,SERVER,4,386.0,220.5,220.5,3003.4444444444453,945.6428571428572,1,6,0,0,233,"[0.16666666666666666, 2.0]",,233,945.6428571428572,"[4, 14, 4]","['SERVER', 'RASPBERRY', 'SERVER']",2225.0097396387123
233,281,281,d4d51aca8806,0.16666666666666666,2.0,1.0,80,1ccc18d7d13073b642b3a016,234,6a7f3acdb0aff978d7d8843e32fb0b1b,SERVER,3,386.0,215.5,215.5,3003.4444444444453,945.6428571428572,1,173,0,0,234,"[0.16666666666666666, 2.0]",,234,945.6428571428572,[4],['SERVER'],2304.0616156238298
202,233,233,27390ef59c1f,1.3333333333333333,16.0,8.0,105,7cc6edae55387addd38604b5,203,8d38ed6c0bf45813f0ac4108d2ac658f,SERVER,3,956.0,71.0,71.0,542.8506097560977,374.7634069400631,1,1819,0,0,235,"[1.3333333333333333, 16.0]",,235,374.7634069400631,"[1, 7]","['SERVER', 'SERVER']",1949.379161304775
234,282,282,d4d51aca8806,0.16666666666666666,2.0,1.0,42,1ccc18d7d13073b642b3a016,235,31ca88cb32c33b348233fb3a5737d950,SERVER,3,386.0,225.0,225.0,3003.4444444444453,945.6428571428572,1,91,0,0,235,"[0.16666666666666666, 2.0]",,235,945.6428571428572,[4],['SERVER'],2266.442229863557
235,283,283,d4d51aca8806,0.16666666666666666,2.0,1.0,71,1ccc18d7d13073b642b3a016,236,8c9c489d136982329a90eeff05953aaa,SERVER,3,386.0,224.0,224.0,3003.4444444444453,945.6428571428572,1,153,0,0,236,"[0.16666666666666666, 2.0]",,236,945.6428571428572,[13],['SERVER'],2307.607845031182
236,284,284,d4d51aca8806,0.16666666666666666,2.0,1.0,25,1ccc18d7d13073b642b3a016,237,b081ee9127590b0477192a95dc79f1ed,SERVER,3,386.0,240.5,240.5,3003.4444444444453,945.6428571428572,1,54,0,0,237,"[0.16666666666666666, 2.0]",,237,945.6428571428572,[0],['DESKTOP'],2258.9585351829123
237,285,285,d4d51aca8806,0.16666666666666666,2.0,1.0,100,1ccc18d7d13073b642b3a016,238,7d005ab869b654184e9179c045209c6f,SERVER,3,386.0,245.5,245.5,3003.4444444444453,945.6428571428572,1,216,0,0,238,"[0.16666666666666666, 2.0]",,238,945.6428571428572,"[8, 5, 14, 14, 8]","['RASPBERRY', 'RASPBERRY', 'RASPBERRY', 'RASPBERRY', 'RASPBERRY']",2344.7746098853886
238,286,286,d4d51aca8806,0.16666666666666666,2.0,1.0,15,1ccc18d7d13073b642b3a016,239,10c2e520f3038e191a40b80b44793093,SERVER,3,386.0,200.0,200.0,3003.4444444444453,945.6428571428572,1,32,0,0,239,"[0.16666666666666666, 2.0]",,239,945.6428571428572,"[4, 9, 9, 8]","['SERVER', 'DESKTOP', 'DESKTOP', 'RASPBERRY']",2255.3219149231186
239,287,287,262fbc8b0c98,0.3333333333333333,2.0,1.0,79,5241fd7d9a59d5917a2b54de,240,90237710539c777ce10593c562b61bf5,SERVER,350,380.0,67.0,67.0,3809.0906566548083,2572.3397145601757,1,184,0,0,240,"[0.3333333333333333, 2.0]",,240,2572.3397145601757,"[8, 1, 8, 5, 5]","['RASPBERRY', 'SERVER', 'RASPBERRY', 'RASPBERRY', 'RASPBERRY']",2324.53645765402
240,288,288,d4d51aca8806,0.16666666666666666,2.0,1.0,79,1ccc18d7d13073b642b3a016,241,45b98c6769ea41c85e8d435b5c4807c9,SERVER,4,386.0,226.0,226.0,3003.4444444444453,945.6428571428572,1,171,0,0,241,"[0.16666666666666666, 2.0]",,241,945.6428571428572,"[8, 4, 4]","['RASPBERRY', 'SERVER', 'SERVER']",2327.9952698564375
241,289,289,c9e676ebc7ef,0.6666666666666666,8.0,4.0,44,28dbedeb830a7a6ebc9dcdb7,242,e247cc02fafcd87b764d929146759794,SERVER,3,294.0,47.0,47.0,4576.53125,977.1555555555556,1,381,0,0,243,"[0.6666666666666666, 8.0]",,243,977.1555555555556,"[4, 10, 1]","['SERVER', 'SERVER', 'SERVER']",2291.8620775919185
242,290,290,d4d51aca8806,0.16666666666666666,2.0,1.0,88,1ccc18d7d13073b642b3a016,243,a8b46e3c737b9c9aad11aa4ebd97dd6b,SERVER,3,386.0,225.0,225.0,3003.4444444444453,945.6428571428572,1,190,0,0,243,"[0.16666666666666666, 2.0]",,243,945.6428571428572,"[8, 13, 9, 8, 9]","['RASPBERRY', 'SERVER', 'DESKTOP', 'RASPBERRY', 'DESKTOP']",2343.2798286309385
243,291,291,262fbc8b0c98,0.3333333333333333,0.3333333333333333,1.0,38,5241fd7d9a59d5917a2b54de,244,bd61abaa7a26c31b7962f459dc13ecd1,SERVER,10,380.0,507.0,496.0,3809.0906566548083,2572.3397145601757,1,25,0,0,244,"[0.3333333333333333, 0.3333333333333333]",,244,2572.3397145601757,"[9, 8, 9, 14]","['DESKTOP', 'RASPBERRY', 'DESKTOP', 'RASPBERRY']",2290.996552667221
244,292,292,d4d51aca8806,0.16666666666666666,2.0,1.0,17,1ccc18d7d13073b642b3a016,245,3e16132ad0cac3452ca06689d26e135d,SERVER,1863,386.0,215.0,215.0,3003.4444444444453,945.6428571428572,1,36,0,0,245,"[0.16666666666666666, 2.0]",,245,945.6428571428572,"[4, 1]","['SERVER', 'SERVER']",2273.629397431389
245,293,293,c4cbaac9966d,0.16666666666666666,3.3333333333333335,1.0,50,f17e954e97558148ded21349,246,27b1d7933de2ffa70ce629821d5453e4,SERVER,313,368.0,368.0,368.0,2695.6117647058827,2212.784615384616,1,175,0,0,246,"[0.16666666666666666, 3.3333333333333335]",,246,2212.784615384616,"[4, 13, 8, 8]","['SERVER', 'SERVER', 'RASPBERRY', 'RASPBERRY']",2308.996706057109
205,238,238,c9e676ebc7ef,0.13333333333333333,16.0,8.0,91,28dbedeb830a7a6ebc9dcdb7,206,db206d9e2fe2a13e83b6fab35c74a2f7,SERVER,3,294.0,96.0,96.0,4576.53125,977.1555555555556,1,1468,0,0,247,"[0.13333333333333333, 16.0]",,247,977.1555555555556,"[13, 1, 10]","['SERVER', 'SERVER', 'SERVER']",2022.3442039577733
247,295,295,d4d51aca8806,0.16666666666666666,2.0,1.0,88,1ccc18d7d13073b642b3a016,248,5c2710acbb9ea59257cabff312717726,SERVER,3,386.0,225.0,225.0,3003.4444444444453,945.6428571428572,1,190,0,0,248,"[0.16666666666666666, 2.0]",,248,945.6428571428572,"[8, 1, 1]","['RASPBERRY', 'SERVER', 'SERVER']",2359.6539030904337
248,296,296,d4d51aca8806,0.16666666666666666,2.0,1.0,16,1ccc18d7d13073b642b3a016,249,fa20072a5e54a9718d4a95575861529b,SERVER,1863,386.0,225.0,225.0,3003.4444444444453,945.6428571428572,1,34,0,0,249,"[0.16666666666666666, 2.0]",,249,945.6428571428572,[13],['SERVER'],2280.83041169477
249,298,298,d4d51aca8806,0.0,0.6666666666666666,1.0,5,1ccc18d7d13073b642b3a016,250,e9086a396b167b5948268fb00bfa8a72,SERVER,3,386.0,15470.0,34.0,0.0,0.0,1,3,0,0,250,"[0.0, 0.6666666666666666]",,250,0.0,"[1, 8]","['SERVER', 'RASPBERRY']",2331.3910570531784
250,300,300,d4d51aca8806,0.0,0.6666666666666666,1.0,25,1ccc18d7d13073b642b3a016,251,0fd5a9825ec24b5192e65b257bf3f208,SERVER,3,386.0,35.0,35.0,0.0,0.0,1,16,0,0,251,"[0.0, 0.6666666666666666]",,251,0.0,"[14, 14, 8, 8, 8]","['RASPBERRY', 'RASPBERRY', 'RASPBERRY', 'RASPBERRY', 'RASPBERRY']",2383.1386755920303
251,301,301,bf032f777f2b,0.3333333333333333,1.3333333333333333,1.0,102,341592bf32fc1f7eb755b0cd,252,3e9f07de681d02d72a5daf7ee984c1d5,SERVER,3,824.0,1201.0,1201.0,5114.694733619106,2652.1970132238944,1,169,0,0,252,"[0.3333333333333333, 1.3333333333333333]",,252,2652.1970132238944,"[5, 9, 11, 1]","['RASPBERRY', 'DESKTOP', 'RASPBERRY', 'SERVER']",2469.44653679109
252,302,302,0a499869cb43,0.3333333333333333,1.3333333333333333,1.0,6,51b6f00b1d81d3a5ddd582ab,253,3c9e82657e6aefbf0ba78221e790db27,SERVER,381,1310.0,1169.5,1083.0,6394.756990820136,3066.124257021609,1,10,0,0,253,"[0.3333333333333333, 1.3333333333333333]",,253,3066.124257021609,"[4, 4, 2, 5, 1]","['SERVER', 'SERVER', 'RASPBERRY', 'RASPBERRY', 'SERVER']",2367.541156513695
253,303,303,0a499869cb43,0.3333333333333333,1.3333333333333333,1.0,6,51b6f00b1d81d3a5ddd582ab,254,66cd90e1efdebc83b1724f9784ad61e5,SERVER,1099,1310.0,2562.5,2309.0,6394.756990820136,3066.124257021609,1,10,0,0,254,"[0.3333333333333333, 1.3333333333333333]",,254,3066.124257021609,[13],['SERVER'],2374.2916990604494
212,251,251,6411d2ef1406,0.3333333333333333,10.666666666666666,2.0,67,d28b423edcb74dde2d54982c,213,ALIYUN$bszhpvhftrk2@aliyun.com,SERVER,3,364.5,364.5,385.0,0.0,0.0,1,737,0,0,255,"[0.3333333333333333, 10.666666666666666]",,255,0.0,"[2, 7, 1, 14]","['RASPBERRY', 'SERVER', 'SERVER', 'RASPBERRY']",2127.077570761151
254,304,304,3d5e1fb89ab2,0.0,2.6666666666666665,1.0,116,97d91ddd2cc12db098a29658,255,293d89765adf55bb1cbcbd210ded32ed,SERVER,3,1229.0,1229.0,1229.0,0.0,0.0,1,309,0,0,255,"[0.0, 2.6666666666666665]",,255,0.0,"[4, 9]","['SERVER', 'DESKTOP']",2484.3092096161804
255,305,305,bf032f777f2b,0.3333333333333333,1.3333333333333333,1.0,67,341592bf32fc1f7eb755b0cd,256,39541ae55aecce47acfe3b940eb12148,SERVER,3,824.0,2872.0,2872.0,5114.694733619106,2652.1970132238944,1,111,0,0,256,"[0.3333333333333333, 1.3333333333333333]",,256,2652.1970132238944,"[1, 11]","['SERVER', 'RASPBERRY']",2441.4656247214525
256,307,307,3d5e1fb89ab2,0.0,2.6666666666666665,1.0,30,97d91ddd2cc12db098a29658,257,0886752be41990cbe23a12289c9a8b97,SERVER,4,1229.0,1229.0,1229.0,0.0,0.0,1,80,0,0,257,"[0.0, 2.6666666666666665]",,257,0.0,"[8, 1, 1, 13, 4]","['RASPBERRY', 'SERVER', 'SERVER', 'SERVER', 'SERVER']",2410.280428657897
257,308,308,7203aa95a9af,0.0,2.0,1.0,105,4fa2a95d7c794171b866dfa5,258,fe4c45ad58b0ee4cfc3228fad6ccf109,SERVER,3,2659.0,5528.5,5554.5,0.0,0.0,1,210,0,0,258,"[0.0, 2.0]",,258,0.0,"[8, 4]","['RASPBERRY', 'SERVER']",2508.2892035456903
258,310,310,262fbc8b0c98,0.3333333333333333,2.0,1.0,90,5241fd7d9a59d5917a2b54de,259,f64351235d840ff67464c67e87b5fc62,SERVER,10,380.0,3272.5,3263.0,3809.0906566548083,2572.3397145601757,1,210,0,0,259,"[0.3333333333333333, 2.0]",,259,2572.3397145601757,"[8, 8, 1, 7, 7]","['RASPBERRY', 'RASPBERRY', 'SERVER', 'SERVER', 'SERVER']",2494.71340381936
259,312,312,1480b75a8c96,0.3333333333333333,2.0,1.0,15,f2c4b7ef9bca7bf8390f05cd,260,a091a1f471f127473fe7edbf6f2a3824,SERVER,3,325.0,336.0,336.0,6732.520833333334,1595.7,1,35,0,0,260,"[0.3333333333333333, 2.0]",,260,1595.7,"[7, 4]","['SERVER', 'SERVER']",2423.2185356329305
260,313,313,3d5e1fb89ab2,0.0,2.6666666666666665,1.0,115,97d91ddd2cc12db098a29658,261,64ff37eb3951d569ff9d367fcd6c5388,SERVER,3,1229.0,1229.0,1229.0,0.0,0.0,1,306,0,0,261,"[0.0, 2.6666666666666665]",,261,0.0,"[1, 13, 9, 14, 5]","['SERVER', 'SERVER', 'DESKTOP', 'RASPBERRY', 'RASPBERRY']",2544.509149203849
261,314,314,05b25af4dd8b,0.3333333333333333,2.0,1.0,119,9ae9b2a926a0b1a6e4b0945c,262,9574af704b320d8505a1cd8fd0df9fa8,SERVER,6,1490.5,41.5,41.0,6748.384615384615,2802.6875,1,277,0,0,262,"[0.3333333333333333, 2.0]",,262,2802.6875,"[5, 4]","['RASPBERRY', 'SERVER']",2543.999981493022
262,315,315,d4d51aca8806,0.0,1.3333333333333333,1.0,14,1ccc18d7d13073b642b3a016,263,4100e4e7396b73b380da7a892a3cc86d,SERVER,2,386.0,66.0,35.0,0.0,0.0,1,18,0,0,263,"[0.0, 1.3333333333333333]",,263,0.0,"[1, 8, 8, 1]","['SERVER', 'RASPBERRY', 'RASPBERRY', 'SERVER']",2447.581897675157
263,317,317,b13fd7656207,0.3333333333333333,2.6666666666666665,1.0,20,693694aff93ce4f9a8bbdfd6,264,4da8adab55b60d6c3df5e0b14d0c3bdf,SERVER,4,17161.5,155.0,155.0,634.8616600790514,193.90680473372785,1,60,0,0,264,"[0.3333333333333333, 2.6666666666666665]",,264,193.90680473372785,"[2, 4, 5, 4]","['RASPBERRY', 'SERVER', 'RASPBERRY', 'SERVER']",2460.4685586833143
264,318,318,3d5e1fb89ab2,0.0,2.6666666666666665,1.0,4,97d91ddd2cc12db098a29658,265,183430c5541b06a11b8fe9284794e2a2,SERVER,2,1229.0,1229.0,1229.0,0.0,0.0,1,10,0,0,265,"[0.0, 2.6666666666666665]",,265,0.0,[7],['SERVER'],2452.316537140151
265,319,319,3d5e1fb89ab2,0.0,2.6666666666666665,1.0,56,97d91ddd2cc12db098a29658,266,36e1d46c10f73976558847db52a2c895,SERVER,313,1229.0,1229.0,1229.0,0.0,0.0,1,149,0,0,266,"[0.0, 2.6666666666666665]",,266,0.0,"[13, 14]","['SERVER', 'RASPBERRY']",2507.843941384072
266,320,320,3d5e1fb89ab2,0.0,2.6666666666666665,1.0,4,97d91ddd2cc12db098a29658,267,c9fe1e03466bb896b66758212a02bba7,SERVER,314,1229.0,1229.0,1229.0,0.0,0.0,1,10,0,0,267,"[0.0, 2.6666666666666665]",,267,0.0,"[7, 13, 8, 2]","['SERVER', 'SERVER', 'RASPBERRY', 'RASPBERRY']",2455.1986499098516
267,321,321,a74e2b620aa7,0.3333333333333333,2.0,1.0,111,ab6dc8ec11ba203bcdad0305,268,26170840007879d0f334f000318b48d4,SERVER,3,106.0,106.0,106.0,5048.200000000001,12494.225274725275,1,259,0,0,268,"[0.3333333333333333, 2.0]",,268,12494.225274725275,"[14, 10, 1]","['RASPBERRY', 'SERVER', 'SERVER']",2584.6808916002656
268,322,322,5b1345f03aa1,0.3333333333333333,2.0,1.0,93,4338499d3c24cc35be17b44c,269,78ca832ce4ecdae3d2f9f85615fdaaf9,SERVER,8,436.0,782.0,779.0,3987.3481058112393,2143.128573005187,1,217,0,0,269,"[0.3333333333333333, 2.0]",,269,2143.128573005187,"[2, 12, 4, 14]","['RASPBERRY', 'DESKTOP', 'SERVER', 'RASPBERRY']",2598.349049109447
269,323,323,c9e676ebc7ef,0.3333333333333333,2.0,1.0,46,28dbedeb830a7a6ebc9dcdb7,270,55b62f6accd63e68fdb77aa6ddfc2eee,SERVER,3,294.0,135.0,135.0,4576.53125,977.1555555555556,1,107,0,0,270,"[0.3333333333333333, 2.0]",,270,977.1555555555556,[12],['DESKTOP'],2552.323515543031
270,324,324,262fbc8b0c98,0.6666666666666666,1.0,1.0,46,5241fd7d9a59d5917a2b54de,271,98a1bb727f54908c05d845b43d551a23,SERVER,13,380.0,610.5,611.0,3809.0906566548083,2572.3397145601757,1,76,0,0,271,"[0.6666666666666666, 1.0]",,271,2572.3397145601757,"[12, 2, 4, 14, 13]","['DESKTOP', 'RASPBERRY', 'SERVER', 'RASPBERRY', 'SERVER']",2567.1821656937536
271,325,325,a8192d6b0ae9,0.6666666666666666,3.3333333333333335,1.0,45,30185446faeb493c1d55cacd,272,b4023e0c622a228d995920ee5d64dc96,SERVER,7,693.0,6255.0,6164.5,6364.689130434783,3191.8546409499722,1,180,0,0,272,"[0.6666666666666666, 3.3333333333333335]",,272,3191.8546409499722,"[13, 7, 12, 13, 13]","['SERVER', 'SERVER', 'DESKTOP', 'SERVER', 'SERVER']",2579.5654497727796
272,326,326,a8192d6b0ae9,0.6666666666666666,3.3333333333333335,1.0,2,30185446faeb493c1d55cacd,273,c917d839567ee08e264ef9da4a7774fb,SERVER,5,693.0,6289.0,6297.5,6364.689130434783,3191.8546409499722,1,8,0,0,273,"[0.6666666666666666, 3.3333333333333335]",,273,3191.8546409499722,[7],['SERVER'],2537.166054010353
273,327,327,a8192d6b0ae9,0.6666666666666666,3.3333333333333335,1.0,30,30185446faeb493c1d55cacd,274,dc1527db244ac3d96dfbba40adab0f13,SERVER,12,693.0,6485.5,6759.0,6364.689130434783,3191.8546409499722,1,120,0,0,274,"[0.6666666666666666, 3.3333333333333335]",,274,3191.8546409499722,[9],['DESKTOP'],2570.4570200972066
274,328,328,a8192d6b0ae9,0.6666666666666666,3.3333333333333335,1.0,10,30185446faeb493c1d55cacd,275,dcde3e356068e05f7f7bd89e0beb8201,SERVER,10,693.0,6093.0,6001.5,6364.689130434783,3191.8546409499722,1,40,0,0,275,"[0.6666666666666666, 3.3333333333333335]",,275,3191.8546409499722,"[9, 9, 7, 9, 8]","['DESKTOP', 'DESKTOP', 'SERVER', 'DESKTOP', 'RASPBERRY']",2550.596589035492
275,329,329,a8192d6b0ae9,0.6666666666666666,3.3333333333333335,1.0,19,30185446faeb493c1d55cacd,276,9fe5f5bf952c71fbfeac1a8e5e74507b,SERVER,10,693.0,6174.0,6361.0,6364.689130434783,3191.8546409499722,1,76,0,0,276,"[0.6666666666666666, 3.3333333333333335]",,276,3191.8546409499722,"[4, 9, 1, 8]","['SERVER', 'DESKTOP', 'SERVER', 'RASPBERRY']",2559.395158276008
276,330,330,a8192d6b0ae9,0.6666666666666666,3.3333333333333335,1.0,27,30185446faeb493c1d55cacd,277,09cc60777906758c333c4c2dc5187afb,SERVER,9,693.0,6263.0,6374.0,6364.689130434783,3191.8546409499722,1,108,0,0,277,"[0.6666666666666666, 3.3333333333333335]",,277,3191.8546409499722,"[1, 14, 1, 8, 8]","['SERVER', 'RASPBERRY', 'SERVER', 'RASPBERRY', 'RASPBERRY']",2569.779349927747
277,331,331,a8192d6b0ae9,0.6666666666666666,3.3333333333333335,1.0,94,30185446faeb493c1d55cacd,278,f51c1be8f1de134afc9c43a82293a136,SERVER,8,693.0,6127.0,6151.5,6364.689130434783,3191.8546409499722,1,376,0,0,278,"[0.6666666666666666, 3.3333333333333335]",,278,3191.8546409499722,"[8, 4, 1]","['RASPBERRY', 'SERVER', 'SERVER']",2645.819665320728
278,332,332,a8192d6b0ae9,0.6666666666666666,3.3333333333333335,1.0,16,30185446faeb493c1d55cacd,279,8aac138a6f212f3be9b25e8e5f7055d7,SERVER,11,693.0,6170.0,6209.5,6364.689130434783,3191.8546409499722,1,64,0,0,279,"[0.6666666666666666, 3.3333333333333335]",,279,3191.8546409499722,"[1, 7]","['SERVER', 'SERVER']",2565.1967629075907
279,333,333,edc10645cc3f,0.6666666666666666,12.0,2.0,38,fdca1b26347a096dc8cd73ec,280,a296f2bbc598c99f492c71a338cdc0ec,SERVER,6,937.0,705.0,703.0,2724.4435767195764,1338.1471555267144,1,481,0,0,280,"[0.6666666666666666, 12.0]",,280,1338.1471555267144,"[2, 1, 11, 7, 6]","['RASPBERRY', 'SERVER', 'RASPBERRY', 'SERVER', 'DESKTOP']",2613.402694559246
